country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Egypt,2000,EGY,71371368.0,443940929536.0,11.168,0.156,140.35,15.854,12.734,142.841,16.0,12.614,2.001,0.322,0.251,1.966,0.316,0.247,3.144,0.044,136.71,1.915,0.308,169.002,2421.754,2701.464,89.483,20.207,342.112,322.505,1800.951,0.0,7965.848,1.281,0.0,0.0,40.718,0.571,2.603,2.597,2.492,0.035,50.86,0.713,18.65,0.261,85.32,1.195,0.0,0.0,568.533,1.547,0.551,0.467,0.034,0.918,0.232,0.16,0.017,0.189,0.28,0.05,0.493,0.0,0.0,0.861,0.049,0.828,0.0,0.309,0.002,0.001,0.004,0.0,185.36,185.77,-3.639,-2.593
El Salvador,2000,SLV,5958482.0,31478454272.0,0.453,0.076,5.671,0.083,1.487,9.262,3.271,54.596,1.554,0.294,0.315,0.952,0.18,0.193,0.004,0.001,8.297,1.392,0.264,8.62,104.455,282.636,0.029,0.0,0.0,647.136,95.806,0.0,4934.59,0.934,0.0,0.0,0.0,0.0,1.698,1.88,3.591,0.603,3.27,0.549,1.17,0.196,5.214,0.875,0.0,0.0,29.403,0.063,0.022,0.03,0.0,0.047,0.01,0.017,0.0,0.0,0.0,0.101,0.026,0.0,0.0,0.0,0.07,0.051,0.0,0.051,0.0,0.0,0.001,0.0,11.2,10.12,2.626,46.301
Equatorial Guinea,2000,GNQ,684986.0,6341192192.0,0.0,0.0,0.616,0.209,51.351,10.398,-0.267,-2.508,15.181,1.64,3.195,0.899,0.097,0.189,0.0,0.0,0.0,0.0,0.0,0.0,4.093,126.69,0.0,0.26,0.132,251.57,3.7,0.0,4751.271,0.513,0.183,0.267,0.059,0.086,10.015,15.606,9.783,14.282,4.57,6.672,0.02,0.029,0.374,0.546,0.0,0.0,3.255,0.0,0.002,0.034,0.0,0.0,0.0,0.008,0.0,0.002,0.0,0.039,0.001,0.0,0.066,0.001,0.191,0.004,0.0,0.018,0.0,0.0,0.0,0.0,10.69,6.86,0.0,0.0
Eritrea,2000,ERI,2392888.0,0.0,0.018,0.008,0.604,-0.011,-1.791,1.997,-2.026,-50.366,0.834,0.0,0.768,0.253,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.206,5.149,22.882,0.0,0.0,0.0,139.745,4.943,0.0,1086.235,0.0,0.0,0.0,0.0,0.0,2.319,2.512,1.392,0.582,3.29,1.375,1.64,0.685,0.586,0.245,0.0,0.0,2.599,0.003,0.002,0.007,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.022,0.001,0.0,0.0,0.0,0.027,0.006,0.0,0.018,0.0,0.0,0.0,0.0,6.01,5.55,0.0,0.0
Estonia,2000,EST,1396881.0,22945026048.0,0.374,0.268,15.5,-0.455,-2.851,7.586,-4.375,-36.578,5.431,0.331,0.137,11.096,0.676,0.279,10.849,7.766,20.313,14.542,0.885,15.217,1292.077,1387.267,926.497,2.841,46.631,179.646,300.27,0.622,39722.039,2.418,0.0,0.0,1.503,1.076,12.657,11.626,-7.914,-5.666,1.47,1.052,1.22,0.873,2.729,1.954,0.033,0.046,55.487,0.052,0.061,0.025,0.118,0.083,0.124,0.082,0.176,0.027,0.038,0.028,0.082,0.015,0.0,0.032,-0.155,0.026,0.021,0.078,0.0,0.001,0.001,0.0,16.24,17.68,4.813,31.051
Eswatini,2000,SWZ,1030504.0,5050303488.0,0.0,0.0,1.209,-0.029,-2.367,2.235,0.044,2.007,2.169,0.443,0.356,1.173,0.239,0.193,0.535,0.519,0.0,0.0,0.0,0.0,20.104,126.47,13.722,0.0,0.0,226.618,6.382,0.0,6083.903,1.241,0.0,0.0,0.0,0.0,2.3,2.222,1.026,0.996,1.33,1.291,0.39,0.378,0.674,0.654,0.0,0.0,6.269,0.0,0.005,0.007,0.006,0.0,0.002,0.008,0.003,0.0,0.0,0.035,0.002,0.0,0.0,0.0,0.02,0.007,0.0,0.01,0.0,0.0,0.0,0.0,2.29,2.37,0.0,0.0
Ethiopia,2000,ETH,67031872.0,50326962176.0,0.356,0.005,3.463,0.369,11.912,1.081,5.718,-123.319,0.016,0.021,0.056,0.052,0.069,0.179,0.0,0.0,3.747,0.056,0.074,4.78,77.752,2872.468,0.388,0.0,0.0,6552.734,72.585,0.0,287.991,0.384,0.0,0.0,0.0,0.0,1.085,1.524,-2.382,-0.036,46.69,0.697,25.38,0.379,3.107,0.046,0.0,0.0,19.305,0.049,0.014,0.004,0.0,0.026,0.007,0.171,0.0,0.0,0.0,1.02,0.02,0.0,0.0,0.0,-0.047,0.03,0.0,0.423,0.002,0.002,0.005,0.001,102.14,72.74,0.285,8.22
Falkland Islands,2000,FLK,3101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.467,0.0,0.0,37317.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faroe Islands,2000,FRO,45684.0,0.0,0.0,0.0,0.689,0.059,9.302,0.689,0.059,9.302,15.078,0.0,0.214,15.078,0.0,0.214,0.0,0.0,0.0,0.0,0.0,0.0,17.25,18.459,0.238,0.0,0.0,26.014,17.012,0.0,70296.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689,15.078,0.0,0.0,3.211,0.0,0.003,0.002,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.004,0.005,0.0,0.0,0.0,0.0,0.007,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fiji,2000,FJI,832516.0,0.0,0.038,0.046,0.815,0.058,7.718,1.401,0.022,1.576,1.683,0.0,0.181,0.979,0.0,0.105,0.044,0.053,0.0,0.0,0.0,1.267,26.17,74.168,1.758,0.0,0.0,67.271,23.145,0.0,9308.956,0.0,0.0,0.0,0.0,0.0,2.342,-0.709,0.586,0.704,0.79,0.949,0.34,0.408,0.732,0.88,0.0,0.0,7.75,0.005,0.003,0.005,0.0,0.007,0.003,0.004,0.0,0.0,0.0,0.01,0.006,0.0,0.0,0.0,0.011,0.007,0.0,0.01,0.0,0.0,0.0,0.0,-0.59,1.95,0.0,0.0
Finland,2000,FIN,5176208.0,169209069568.0,0.505,0.098,57.01,-1.857,-3.155,66.5,-1.93,-2.821,12.847,0.393,0.185,11.014,0.337,0.159,21.985,4.247,79.017,15.265,0.467,37.379,2079.778,4753.509,784.096,0.968,102.147,2837.255,1144.58,10.607,69377.0,2.122,0.058,0.011,7.716,1.491,13.303,7.38,9.49,1.833,7.09,1.37,5.96,1.151,25.82,4.988,0.179,0.926,359.11,0.07,0.224,0.218,0.239,0.203,0.199,0.282,0.149,0.009,0.084,0.442,0.313,0.262,0.021,0.163,0.185,0.251,0.428,0.243,0.001,0.002,0.003,0.0,38.2,68.86,22.007,38.602
France,2000,FRA,58665456.0,2031949578240.0,8.393,0.143,406.829,-5.354,-1.299,385.211,-5.721,-1.463,6.566,0.19,0.124,6.935,0.2,0.131,65.575,1.118,516.408,8.803,0.254,540.964,31476.656,26953.611,18106.26,98.155,1803.837,-4202.242,10874.295,53.145,52966.594,1.529,4.212,0.072,84.321,1.437,8.626,8.201,-21.618,-0.368,73.13,1.247,49.1,0.837,239.493,4.082,0.082,4.836,3107.309,1.163,1.598,1.26,0.713,2.937,3.009,1.601,3.447,0.917,1.478,-0.654,2.974,1.314,1.51,1.782,-0.423,2.325,2.236,1.591,0.003,0.013,0.018,0.002,481.14,506.03,109.579,26.935
French Guiana,2000,GUF,164367.0,0.0,0.0,0.0,0.511,-0.013,-2.447,1.353,-0.782,-36.628,8.234,0.0,0.601,3.107,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,14.414,44.203,0.0,0.0,0.0,29.788,14.414,0.0,13692.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.843,5.127,0.0,0.0,0.0,0.0,0.511,3.107,0.0,0.0,2.251,0.0,0.002,0.004,0.0,0.0,0.001,0.003,0.0,0.0,0.0,0.005,0.004,0.0,0.0,0.0,0.016,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,2000,PYF,250939.0,0.0,0.0,0.0,0.572,0.073,14.706,0.0,0.0,0.0,0.0,0.0,0.0,2.278,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,13.337,0.0,0.0,0.0,0.0,0.0,13.337,0.0,14203.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572,2.278,0.0,0.0,3.564,0.0,0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.006,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,2000,GAB,1272941.0,12538006528.0,0.085,0.067,4.669,-0.12,-2.502,25.92,-6.202,-19.308,20.362,2.067,2.258,3.668,0.372,0.407,0.0,0.0,0.0,0.0,0.0,1.607,164.145,646.767,0.0,87.736,7.37,1977.717,67.432,0.0,9016.453,0.915,3.309,2.599,0.234,0.184,10.904,13.803,21.251,16.695,7.29,5.727,0.34,0.267,1.041,0.817,0.0,0.0,11.477,0.012,0.018,0.085,0.0,0.009,0.016,0.038,0.0,0.82,0.006,0.308,0.018,0.0,1.186,0.005,0.415,0.01,0.0,0.102,0.001,0.001,0.001,0.0,17.57,13.88,0.0,0.0
Gambia,2000,GMB,1437540.0,1955249536.0,0.0,0.0,0.275,0.0,0.0,2.18,-0.733,-25.157,1.517,1.115,1.723,0.191,0.141,0.217,0.0,0.0,0.0,0.0,0.0,0.0,5.507,38.446,0.0,0.0,0.0,100.284,5.507,0.0,880.397,0.647,0.0,0.0,0.0,0.0,1.593,2.177,1.905,1.325,0.97,0.675,0.39,0.271,0.275,0.191,0.0,0.0,1.266,0.0,0.001,0.007,0.0,0.0,0.001,0.002,0.0,0.0,0.0,0.016,0.002,0.0,0.0,0.0,0.037,0.003,0.0,0.006,0.0,0.0,0.0,0.0,3.13,2.29,0.0,0.0
Georgia,2000,GEO,4265175.0,23550461952.0,0.14,0.033,4.5,0.189,4.394,-2.241,0.409,-15.44,-0.526,-0.095,-0.056,1.055,0.191,0.112,0.059,0.014,6.114,1.433,0.26,9.599,515.695,276.253,68.145,2.734,177.43,-187.743,257.787,0.0,9423.704,1.707,0.0,0.0,2.18,0.511,3.341,-0.943,-6.742,-1.581,7.58,1.777,1.82,0.427,2.121,0.497,0.0,0.0,40.194,0.019,0.018,-0.007,0.001,0.052,0.049,0.016,0.013,0.026,0.145,-0.029,0.071,0.0,0.0,0.046,-0.132,0.021,0.0,0.046,0.0,0.0,0.001,0.0,-4.02,14.25,1.613,35.845
Germany,2000,DEU,81551680.0,2741356986368.0,15.253,0.187,899.352,4.0,0.447,873.081,4.696,0.541,10.706,0.318,0.219,11.028,0.328,0.226,373.473,4.58,1082.722,13.277,0.395,929.404,76211.953,75157.281,57687.465,39.46,3583.322,-815.167,13860.069,112.237,48903.699,1.455,2.992,0.037,166.433,2.041,11.741,11.115,-26.271,-0.322,75.2,0.922,43.66,0.535,331.125,4.06,0.124,10.075,3988.179,2.113,3.533,2.856,4.058,5.046,7.285,4.463,10.982,0.369,2.937,-0.127,3.791,2.775,1.073,3.518,-0.514,3.214,4.659,3.635,0.006,0.033,0.041,0.002,906.43,957.53,183.37,20.389
Ghana,2000,GHA,19665506.0,39519514624.0,0.788,0.04,6.101,-0.269,-4.227,52.194,-12.617,-19.467,2.654,1.321,1.254,0.31,0.154,0.147,0.0,0.0,7.972,0.405,0.202,10.354,140.568,2341.642,4.164,0.0,0.0,3629.375,126.05,0.0,2116.77,1.053,0.0,0.0,0.0,0.0,0.896,1.444,46.093,2.344,7.78,0.396,4.72,0.24,5.313,0.27,0.0,0.0,41.627,0.109,0.024,0.171,0.0,0.056,0.013,0.139,0.001,0.0,0.0,0.565,0.034,0.0,0.0,0.0,0.901,0.052,0.0,0.107,0.0,0.001,0.001,0.0,28.4,17.63,1.871,30.671
Greece,2000,GRC,11038112.0,225054588928.0,6.537,0.592,102.973,5.038,5.145,97.99,5.002,5.379,8.877,0.435,0.263,9.329,0.458,0.276,45.851,4.154,104.209,9.441,0.463,185.693,2233.312,3937.585,889.903,0.285,13.651,2084.34,1133.963,9.817,33796.73,1.658,0.014,0.001,3.982,0.361,10.673,10.594,-4.983,-0.451,11.61,1.052,6.41,0.581,45.633,4.134,0.087,0.956,373.052,0.905,0.405,0.321,0.498,1.008,0.213,0.234,0.169,0.003,0.011,0.324,0.31,0.243,0.005,0.084,-0.097,0.443,0.442,0.193,0.001,0.001,0.002,0.0,116.94,117.81,1.236,1.2
Greenland,2000,GRL,56204.0,0.0,0.0,0.0,0.668,0.073,12.282,0.668,0.073,12.282,11.876,0.0,0.224,11.876,0.0,0.224,0.0,0.0,0.0,0.0,0.0,0.0,21.061,21.061,2.175,0.0,0.0,0.0,18.886,0.0,52953.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668,11.876,0.0,0.0,2.976,0.0,0.003,0.002,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.006,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,2000,GRD,107442.0,0.0,0.0,0.0,0.191,-0.004,-1.887,0.337,0.18,113.953,3.137,0.0,0.391,1.773,0.0,0.221,0.0,0.0,0.0,0.0,0.0,0.0,3.188,2.162,0.0,0.0,0.0,1.172,3.188,0.0,8030.945,0.0,0.0,0.0,0.0,0.0,19.266,19.266,0.147,1.364,1.85,17.219,0.01,0.093,0.191,1.773,0.0,0.0,0.863,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2.07,2.07,0.0,0.0
Guadeloupe,2000,GLP,424068.0,0.0,0.0,0.0,2.158,-0.05,-2.245,1.865,-0.086,-4.418,4.398,0.0,0.214,5.089,0.0,0.247,0.404,0.953,0.0,0.0,0.0,0.0,35.104,47.635,1.105,0.0,0.0,12.531,33.999,0.0,20568.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.293,-0.691,0.0,0.0,0.0,0.0,1.754,4.136,0.0,0.0,8.722,0.0,0.008,0.006,0.004,0.0,0.003,0.003,0.0,0.0,0.0,0.002,0.009,0.0,0.0,0.0,-0.006,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,2000,GTM,11735893.0,68715679744.0,0.835,0.071,9.765,0.959,10.89,54.392,1.802,3.426,4.635,0.792,1.142,0.832,0.142,0.205,0.571,0.049,23.432,1.997,0.341,12.802,173.575,2533.997,0.612,0.0,0.44,3086.297,159.721,0.0,4058.544,0.693,0.0,0.0,0.0,0.0,1.589,3.105,44.628,3.803,7.34,0.625,3.49,0.297,8.358,0.712,0.0,0.0,47.631,0.116,0.038,0.178,0.006,0.07,0.017,0.15,0.0,0.0,0.0,0.48,0.044,0.0,0.0,0.0,0.872,0.081,0.0,0.155,0.0,0.001,0.002,0.0,36.44,18.65,13.667,139.965
Guernsey,2000,GGY,59137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea,2000,GIN,8336973.0,8142368256.0,0.0,0.0,1.491,0.059,4.092,9.076,11.234,-520.543,1.089,1.115,1.167,0.179,0.183,0.192,0.0,0.0,1.342,0.161,0.165,0.0,38.791,4411.408,0.0,0.0,0.0,4372.618,38.791,0.0,933.223,0.956,0.0,0.0,0.0,0.0,1.376,2.707,7.584,0.91,7.01,0.841,3.12,0.374,1.491,0.179,0.0,0.0,7.78,0.0,0.006,0.03,0.0,0.0,0.004,0.262,0.0,0.0,0.0,0.681,0.011,0.0,0.0,0.0,0.148,0.014,0.0,0.129,0.0,0.001,0.001,0.0,22.57,11.47,-0.149,-10.012
Guinea-Bissau,2000,GNB,1230855.0,1486201600.0,0.0,0.0,0.147,-0.048,-24.528,6.082,-2.942,-32.603,4.941,4.092,6.102,0.119,0.099,0.147,0.0,0.0,0.0,0.0,0.0,0.0,5.243,179.723,0.0,0.0,0.0,317.046,5.243,0.0,809.855,0.671,0.0,0.0,0.0,0.0,1.251,2.665,5.936,4.822,1.03,0.837,0.59,0.479,0.147,0.119,0.0,0.0,0.997,0.0,0.001,0.02,0.0,0.0,0.001,0.011,0.0,0.0,0.0,0.049,0.001,0.0,0.0,0.0,0.116,0.001,0.0,0.012,0.0,0.0,0.0,0.0,3.28,1.54,0.0,0.0
Guyana,2000,GUY,759059.0,0.0,0.0,0.0,1.748,-0.084,-4.6,7.903,-2.283,-22.41,10.412,0.0,1.14,2.302,0.0,0.252,0.0,0.0,0.0,0.0,0.0,0.0,61.288,581.026,0.033,0.0,0.0,882.877,61.255,0.0,9131.178,0.0,0.0,0.0,0.0,0.0,4.782,15.308,6.156,8.109,1.21,1.594,0.77,1.014,1.748,2.302,0.0,0.0,6.931,0.0,0.007,0.026,0.0,0.0,0.006,0.035,0.0,0.0,0.0,0.137,0.017,0.0,0.0,0.0,0.12,0.017,0.0,0.044,0.0,0.0,0.001,0.0,11.62,3.63,0.0,0.0
Haiti,2000,HTI,8360224.0,12590116864.0,0.0,0.0,1.634,0.363,28.53,4.565,-1.799,-28.267,0.546,0.363,0.653,0.195,0.13,0.234,0.0,0.0,0.0,0.0,0.0,2.494,30.3,282.933,0.945,0.0,0.0,790.398,26.861,0.0,836.08,0.555,0.0,0.0,0.0,0.0,0.876,0.884,2.931,0.351,4.39,0.525,1.43,0.171,1.634,0.195,0.0,0.0,6.99,0.0,0.006,0.015,0.0,0.014,0.003,0.017,0.0,0.0,0.0,0.123,0.007,0.0,0.0,0.0,0.057,0.016,0.0,0.044,0.0,0.0,0.0,0.0,7.39,7.32,0.0,0.0
Honduras,2000,HND,6656727.0,21239306240.0,0.5,0.075,5.032,0.327,6.95,3.493,-0.039,-1.117,0.525,0.164,0.143,0.756,0.237,0.207,0.352,0.053,3.952,0.594,0.186,7.173,90.171,1615.605,0.532,0.0,0.0,2921.197,82.467,0.0,3657.385,1.146,0.0,0.0,0.0,0.0,1.884,2.821,-1.539,-0.231,5.49,0.825,2.58,0.388,4.18,0.628,0.0,0.0,24.346,0.069,0.02,0.011,0.004,0.039,0.009,0.096,0.0,0.0,0.0,0.455,0.023,0.0,0.0,0.0,-0.03,0.041,0.0,0.111,0.0,0.001,0.001,0.0,18.78,12.54,-1.08,-21.458
Hong Kong,2000,HKG,6731195.0,216781242368.0,0.517,0.077,40.283,-2.266,-5.326,40.466,-2.266,-5.303,6.012,0.187,0.205,5.984,0.186,0.204,14.462,2.148,84.365,12.534,0.389,21.225,784.788,794.644,289.602,0.0,22.387,11.212,451.574,0.0,29337.334,0.911,0.0,0.0,4.584,0.681,0.0,0.0,0.183,0.027,0.0,0.0,0.0,0.0,20.72,3.078,0.0,0.0,197.475,0.072,0.158,0.132,0.157,0.115,0.075,0.047,0.055,0.0,0.018,0.002,0.124,0.0,0.0,0.097,0.004,0.201,0.0,0.047,0.0,0.0,0.001,0.0,0.0,0.0,44.083,109.433
Hungary,2000,HUN,10202054.0,134035357696.0,1.353,0.133,58.365,-3.299,-5.349,50.561,-1.357,-2.613,4.956,0.377,0.18,5.721,0.435,0.208,16.473,1.615,73.141,7.169,0.546,69.385,3956.55,4769.145,2372.721,9.798,567.861,830.519,927.108,9.678,27524.092,2.095,0.189,0.019,22.206,2.177,6.952,7.11,-7.804,-0.765,8.77,0.86,6.94,0.68,17.461,1.712,0.067,0.682,280.802,0.187,0.229,0.165,0.179,0.377,0.378,0.283,0.452,0.092,0.465,0.129,0.254,0.239,0.068,0.469,-0.153,0.169,0.316,0.231,0.0,0.002,0.003,0.0,72.54,70.92,14.776,25.316
Iceland,2000,ISL,281469.0,9306326016.0,0.064,0.229,2.923,0.092,3.248,2.887,0.092,3.291,10.255,0.31,0.087,10.385,0.314,0.088,0.466,1.655,0.0,0.0,0.0,2.277,84.24,249.633,7.021,0.933,0.002,165.393,73.994,0.012,118057.812,3.571,0.153,0.544,0.0,0.001,12.008,12.044,-0.037,-0.13,0.58,2.061,0.38,1.35,2.239,7.953,0.004,0.001,33.23,0.009,0.011,0.009,0.005,0.012,0.008,0.015,0.001,0.009,0.0,0.026,0.02,0.0,0.055,0.0,-0.001,0.022,0.0,0.01,0.0,0.0,0.0,0.0,3.39,3.38,0.0,0.0
India,2000,IND,1059633664.0,2773211152384.0,45.957,0.043,978.104,27.153,2.855,1186.952,135.681,12.906,1.12,0.428,0.318,0.923,0.353,0.262,572.877,0.541,905.62,0.855,0.327,657.012,18921.408,57991.371,12867.468,126.389,492.565,41858.633,4777.974,0.0,3518.682,1.344,3.111,0.003,43.873,0.041,1.602,1.395,208.848,0.197,573.0,0.541,180.54,0.17,312.287,0.295,0.0,0.0,3728.514,6.366,3.843,3.883,6.225,3.567,1.809,3.444,2.45,1.181,0.404,6.515,1.307,0.0,1.115,0.927,4.082,3.031,0.0,4.288,0.026,0.019,0.049,0.004,1477.87,1697.23,-72.484,-7.411
Indonesia,2000,IDN,214072416.0,1138300026880.0,16.446,0.077,276.563,36.379,15.146,1030.688,-137.294,-11.755,4.815,0.905,0.886,1.292,0.243,0.238,50.906,0.238,235.856,1.102,0.207,201.929,5182.211,55775.492,475.348,290.533,1022.821,58837.465,3191.581,0.0,5435.436,1.022,3.803,0.018,48.592,0.227,3.113,5.561,754.124,3.523,327.97,1.532,65.72,0.307,156.816,0.733,0.0,0.0,1163.577,2.278,1.087,3.372,0.553,1.096,0.495,3.312,0.09,2.714,0.838,9.158,0.873,0.0,1.364,1.027,14.741,1.522,0.0,3.124,0.008,0.026,0.035,0.001,1190.41,666.47,-40.707,-14.719
Iran,2000,IRN,65544380.0,600692162560.0,9.118,0.139,369.15,-10.352,-2.728,374.975,-17.423,-4.44,5.721,0.624,0.268,5.632,0.615,0.264,5.328,0.081,293.864,4.483,0.489,162.337,7525.622,9224.912,115.531,1156.623,1354.873,2490.457,4736.258,0.0,21307.211,2.325,24.139,0.368,120.448,1.838,8.047,7.736,5.826,0.089,152.4,2.325,31.55,0.481,210.118,3.206,0.0,0.0,1396.568,1.263,1.45,1.227,0.058,0.881,0.719,0.548,0.022,10.805,1.11,0.388,1.295,0.0,8.654,2.546,0.114,2.04,0.0,0.796,0.005,0.004,0.009,0.0,507.02,527.42,-75.286,-20.394
Iraq,2000,IRQ,24628860.0,89277112320.0,2.319,0.094,71.716,0.034,0.048,67.685,11.356,20.16,2.748,0.758,0.21,2.912,0.803,0.222,0.0,0.0,0.0,0.0,0.0,71.129,1870.726,2320.079,0.191,324.393,110.367,611.815,1364.647,0.0,13100.986,3.614,1.828,0.074,5.888,0.239,6.529,6.525,-4.03,-0.164,68.19,2.769,4.25,0.173,61.68,2.504,0.0,0.0,322.662,0.321,0.282,0.221,0.0,0.386,0.179,0.138,0.0,3.03,0.09,0.095,0.373,0.0,0.655,0.124,-0.079,0.599,0.0,0.34,0.003,0.001,0.004,0.0,160.7,160.81,0.0,0.0
Ireland,2000,IRL,3768954.0,147422871552.0,1.701,0.451,45.249,2.809,6.619,38.984,6.143,18.706,10.343,0.264,0.225,12.006,0.307,0.261,11.107,2.947,54.363,14.424,0.369,36.384,1385.432,1288.922,699.752,0.038,100.328,-246.551,542.566,6.363,45993.887,1.176,0.0,0.0,8.209,2.178,18.854,18.199,-6.265,-1.662,16.97,4.503,10.61,2.815,23.658,6.277,0.152,0.574,173.349,0.236,0.178,0.128,0.121,0.198,0.132,0.077,0.133,0.0,0.082,-0.038,0.148,0.157,0.0,0.174,-0.122,0.23,0.266,0.019,-0.001,0.001,0.0,0.0,68.59,71.06,9.114,20.141
Isle of Man,2000,IMN,75582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel,2000,ISR,6116955.0,159558369280.0,2.152,0.352,59.519,4.763,8.699,59.556,4.763,8.693,9.736,0.373,0.262,9.73,0.373,0.262,28.202,4.61,68.631,11.22,0.43,44.03,1125.452,1165.719,262.27,0.0,4.254,43.382,814.898,0.0,37170.773,1.425,0.0,0.0,0.018,0.003,12.073,12.068,0.037,0.006,10.38,1.697,2.2,0.36,29.147,4.765,0.0,0.0,227.372,0.298,0.234,0.195,0.306,0.239,0.108,0.069,0.05,0.0,0.003,0.007,0.223,0.0,0.0,0.0,0.001,0.283,0.0,0.075,0.0,0.001,0.001,0.0,73.82,73.85,9.111,15.308
